x,y,J,P_finish,P_onsite,P_H,P_N,P_normal,P_finish_N,P_finish_normal,probability_residual,mec_gap,angle_calls,root_count,depth_capped,distance_K1,x_global,y_global,level,scan
-1400.0,300.0,747.512106945749,9.74225323903535e-06,0.0,0.0,0.999856275614399,0.000137552834326726,0.0,9.74225323903535e-06,-6.17155127402569e-06,1.13686837721616e-13,132.0,2.0,0.0,1436.65253645858,600.0,-1400.0,2,6
-1400.0,400.0,747.591940011002,7.0346262555028e-06,0.0,0.0,0.999967665747997,3.73847494903477e-05,0.0,7.0346262555028e-06,5.05049748755759e-06,1.13686837721616e-13,132.0,2.0,0.0,1460.80561954917,500.0,-1400.0,2,6
-1400.0,500.0,747.614636051447,8.15956933299947e-07,0.0,0.0,0.99999898189067,8.15956933299947e-07,0.0,8.15956933299947e-07,-2.02152396600042e-07,1.13686837721616e-13,108.0,0.0,0.0,1491.2865605577,400.0,-1400.0,2,6
-1400.0,600.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1527.71664692559,300.0,-1400.0,2,6
-1400.0,700.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1569.68171961297,200.0,-1400.0,2,6
-1400.0,800.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1616.75083067265,99.9999999999999,-1400.0,2,6
-1400.0,900.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1668.49207252365,-1.13686837721616e-13,-1400.0,2,6
-1400.0,1000.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1724.48495025843,-100.0,-1400.0,2,6
-1400.0,1100.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1784.32925528373,-200.0,-1400.0,2,6
-1400.0,1200.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1847.65078920638,-300.0,-1400.0,2,6
-1400.0,1300.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1914.10448681583,-400.0,-1400.0,2,6
-1400.0,1400.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1983.37554034582,-500.0,-1400.0,2,6
-1400.0,1500.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,2055.17908748499,-600.0,-1400.0,2,6
-1400.0,1600.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,2129.25893898069,-700.0,-1400.0,2,6
-1300.0,-1600.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,2064.64132031063,2500.0,-1300.0,2,6
-1300.0,-1500.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1988.15523386391,2400.0,-1300.0,2,6
-1300.0,-1400.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1913.8387304961,2300.0,-1300.0,2,6
-1300.0,-1300.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1841.95443449434,2200.0,-1300.0,2,6
-1300.0,-1200.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1772.79823757803,2100.0,-1300.0,2,6
-1300.0,-1100.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1706.70180276644,2000.0,-1300.0,2,6
-1300.0,-1000.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1644.03421374759,1900.0,-1300.0,2,6
-1300.0,-900.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1585.20217902295,1800.0,-1300.0,2,6
-1300.0,-800.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1530.64803295386,1700.0,-1300.0,2,6
-1300.0,-700.0,747.610334062616,6.39204074981158e-06,0.0,0.0,0.999993144349696,6.39204074981158e-06,0.0,6.39204074981158e-06,-4.6360955407998e-07,1.13686837721616e-13,108.0,0.0,0.0,1480.84464181492,1600.0,-1300.0,2,6
-1300.0,-600.0,747.501743261359,2.2039859994929e-05,0.0,0.0,0.999841699186775,0.000158934486472507,0.0,2.2039859994929e-05,6.33673247207867e-07,1.13686837721616e-13,132.0,2.0,0.0,1436.28628956709,1500.0,-1300.0,2,6
-1300.0,-500.0,747.192568852577,3.11793602528265e-05,0.0,0.0,0.999400347011321,0.000586859267373826,0.0,3.11793602528265e-05,-1.27937213053597e-05,1.13686837721616e-13,132.0,2.0,0.0,1397.47477902281,1400.0,-1300.0,2,6
-1300.0,-400.0,746.731988508877,3.18924770145033e-05,0.0,0.0,0.998725850672005,0.00124818932481853,0.0,3.18924770145033e-05,-2.59600031761176e-05,1.13686837721616e-13,132.0,2.0,0.0,1364.90043974324,1300.0,-1300.0,2,6
-1300.0,-300.0,746.238700743359,2.6225780543997e-05,0.0,0.0,0.997977895564009,0.00200852143646792,0.0,2.6225780543997e-05,-1.3582999523587e-05,1.13686837721616e-13,132.0,2.0,0.0,1339.01854461308,1200.0,-1300.0,2,6
-1300.0,-200.0,745.90136344557,1.66993240004775e-05,0.0,0.0,0.997420684088406,0.00270453427001253,0.0,1.66993240004775e-05,0.000125218358418167,1.13686837721616e-13,132.0,2.0,0.0,1320.22275212335,1100.0,-1300.0,2,6
-1300.0,-100.0,745.522854330866,6.00892908033897e-06,0.0,0.0,0.996814740196951,0.00318923544394252,0.0,6.00892908033897e-06,3.9756408938274e-06,1.13686837721616e-13,132.0,2.0,0.0,1308.8183860378,1000.0,-1300.0,2,6
-1300.0,0.0,745.409280437819,7.19622103530623e-08,0.0,0.0,0.996611787837795,0.00336257079640069,0.0,7.19622103530623e-08,-2.56413658042964e-05,1.13686837721616e-13,132.0,2.0,0.0,1304.99924139328,900.0,-1300.0,2,6
-1300.0,100.0,745.522854330866,6.00892908034339e-06,0.0,0.0,0.996814740196951,0.00318923544394255,0.0,6.00892908034339e-06,3.9756408938274e-06,1.13686837721616e-13,132.0,2.0,0.0,1308.8183860378,800.0,-1300.0,2,6
-1300.0,200.0,745.90136344557,1.66993240004713e-05,0.0,0.0,0.997420684088406,0.00270453427001246,0.0,1.66993240004713e-05,0.000125218358418389,1.13686837721616e-13,132.0,2.0,0.0,1320.22275212335,700.0,-1300.0,2,6
-1300.0,300.0,746.238700743359,2.62257805439672e-05,0.0,0.0,0.997977895564009,0.00200852143646792,0.0,2.62257805439672e-05,-1.3582999523476e-05,1.13686837721616e-13,132.0,2.0,0.0,1339.01854461308,600.0,-1300.0,2,6
-1300.0,400.0,746.731988508877,3.18924770145239e-05,0.0,0.0,0.998725850672005,0.0012481893248185,0.0,3.18924770145239e-05,-2.59600031760066e-05,1.13686837721616e-13,132.0,2.0,0.0,1364.90043974324,500.0,-1300.0,2,6
-1300.0,500.0,747.192568852577,3.11793602528236e-05,0.0,0.0,0.999400347011321,0.000586859267373816,0.0,3.11793602528236e-05,-1.27937213055818e-05,1.13686837721616e-13,132.0,2.0,0.0,1397.47477902281,400.0,-1300.0,2,6
-1300.0,600.0,747.501743261359,2.20398599949207e-05,0.0,0.0,0.999841699186775,0.000158934486472498,0.0,2.20398599949207e-05,6.33673247207867e-07,1.13686837721616e-13,132.0,2.0,0.0,1436.28628956709,300.0,-1300.0,2,6
-1300.0,700.0,747.610334062616,6.39204074981163e-06,0.0,0.0,0.999993144349696,6.39204074981163e-06,0.0,6.39204074981163e-06,-4.63609553968958e-07,1.13686837721616e-13,108.0,0.0,0.0,1480.84464181492,200.0,-1300.0,2,6
-1300.0,800.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1530.64803295386,99.9999999999999,-1300.0,2,6
-1300.0,900.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1585.20217902295,-1.13686837721616e-13,-1300.0,2,6
-1300.0,1000.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1644.03421374759,-100.0,-1300.0,2,6
-1300.0,1100.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1706.70180276644,-200.0,-1300.0,2,6
-1300.0,1200.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1772.79823757803,-300.0,-1300.0,2,6
-1300.0,1300.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1841.95443449434,-400.0,-1300.0,2,6
-1300.0,1400.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1913.8387304961,-500.0,-1300.0,2,6
-1300.0,1500.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1988.15523386391,-600.0,-1300.0,2,6
-1300.0,1600.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,2064.64132031063,-700.0,-1300.0,2,6
